,road_code,road,road_slice,road_type,district
156,4К318,"А-380 ""Ғузор-Нукус-Бейнау"" а/йулидан-(147 км)-шаҳрисабз дахаси",0-20,Маҳаллий,Муборак тумани
157,4К329,Карлик к-Жейнау к,0-15,Маҳаллий,Муборак тумани
158,4Н292в," А-380 ""Ғузор-Нукус-Бейнау"" а/йулидан Қорақум қишлоғига 100 км ",0-7,Маҳаллий,Муборак тумани
159,4Н292г,Хитой кишлогига 127 км,0-3,Маҳаллий,Муборак тумани
160,4Н315,"""Муборак - Помуқ"" автойўли- А.Навоий - А.Темур ф.у. ",0-16,Маҳаллий,Муборак тумани
161,4Р89,"""Қарши-Толимаржон ГРЭС-Амударё""",13-60,Давлат,Нишон тумани
162,4Р97,Муборак-Помук-Аланг-33 д.х.-Нишон,82-108,Давлат,Нишон тумани
163,4К333,Туморчи қ. -  Толимаржон ГРЭС - 4Р89авто йули( 37 км),14-42,Маҳаллий,Нишон тумани
164,4К333,б) - Ок олтин ф.у.га кириш,0-3,Маҳаллий,Нишон тумани
165,4К343,Янги Нишон қ. - Чароғил қ. - Фазли қ.,0-21,Маҳаллий,Нишон тумани
166,4К345,4Р89 автойўли - Ч.Бегимқулов ФУ га,0-12,Маҳаллий,Нишон тумани
167,4Н293,"а) - ""Ойдин"" ф/у. га",0-1,Маҳаллий,Нишон тумани
168,4Н293,"б) - ""Нурли келажак"" ф/у. га",0-8,Маҳаллий,Нишон тумани
169,4Н293,в) - Ширинобод ф/у.га,0-1,Маҳаллий,Нишон тумани
170,4Н293,г) - У.Юсупов ф/у.га,0-2,Маҳаллий,Нишон тумани
171,4Н293,д) - Самарқанд ф/у.га,0-3,Маҳаллий,Нишон тумани
172,4Н293,е) - Туркманистон ф/у.га,0-4,Маҳаллий,Нишон тумани
173,4Н293,ж) - Озод к .га,0-4,Маҳаллий,Нишон тумани
174,4Н304,Дашт қ. - Пахтаобод қ., 5-14,Маҳаллий,Нишон тумани
175,4Н313,Нишон т/й станцияси - Дустлик ф.у, 0-7,Маҳаллий,Нишон тумани
176,4Н318,4Р89 автойўли - Нишон қ. - Оқолтин пахта пункти,0-8,Маҳаллий,Нишон тумани
177,4Н320,Тумарчи қ. - Толимаржон ГРЭС  автойўли - Окқудуқ қ., 0-11,Маҳаллий,Нишон тумани
178,А378,"""Самарканд-Ғузор"" ",57-112,Халқаро,Чироқчи тумани
179,4Р79,"""Қарши-Чим-Чироқчи-шаҳрисабз""",68-86,Давлат,Чироқчи тумани
180,4Р84,"""Яккабоғ-Чироқчи ш.-Шурбозор к.""",26-85,Давлат,Чироқчи тумани
181,4Р95,"""Ғузор-Нукус"" а/йулидан ""Пулоти-Раимсуфи-Шур-бозор-Айритом т/й бекати",46-72,Давлат,Чироқчи тумани
182,4Р87,А-378 а/й Қарши шах.кириш,0-52,Давлат,Чироқчи тумани
183,4К287,Қоракамар қ. - Қалқама қ.,0-36,Маҳаллий,Чироқчи тумани
184,4К288,Торжилға қ. - Уйшин қ. - Оқчева қ.,0-31,Маҳаллий,Чироқчи тумани
185,4К292,Қозоқ қ. - Оқтунли қ. - Аннаруз қ. - Каттақишлоқ қ.,0-19,Маҳаллий,Чироқчи тумани
186,4К293,Қозоқ қ. - Манқир қ. - Аннаруз қ.,0-17,Маҳаллий,Чироқчи тумани
187,4К330,Кўкдала қ. - Айритом т/й станцияси,0-20,Маҳаллий,Чироқчи тумани
188,4К337,Китоб ш. - Бештерак қ. - Чироқчи ш.,24-29,Маҳаллий,Чироқчи тумани
189,4К342,А 378 автойули - Уйшун қ -4Р 84 авто/йули,0-30,Маҳаллий,Чироқчи тумани
190,4Н271,Чироқчи ш. - Дурсун қ. - Қорателпак қ.,0-11,Маҳаллий,Чироқчи тумани
191,4Н282,Чироқчи шаҳрини айланиб ўтиш,0-7,Маҳаллий,Чироқчи тумани
192,4Н299,"""Самарқанд - Қарши"" автойўли - Чорвадор ф.у",0-4,Маҳаллий,Чироқчи тумани
193,4Н310,"""Торжилға - Оқчева"" автойўли - Д.Сафаров ф.у",0-1,Маҳаллий,Чироқчи тумани
194,4Н323,Кўкдала қ. - Гардон қ. - Мозорли қ.,0-16,Маҳаллий,Чироқчи тумани
195,М-39,"""Алмата-Бешкек-Тошкент-шаҳрисабз-Термиз""",1165-1177,Халқаро,Шаҳрисабз тумани
196,4Р23л, Китоб-шаҳрисабз,5-15,Давлат,Шаҳрисабз тумани
197,4Р23к,шаҳрис.аэропорти,0-3,Давлат,Шаҳрисабз тумани
198,4Р79,"""Қарши -Чим-Чироқчи-шаҳрисабз""",86-102,Давлат,Шаҳрисабз тумани
199,4К 279,Шаҳрисабз ш. - Занги қ. -  Чоршанбе қ. - Тезгузар қ. ,0-40,Маҳаллий,Шаҳрисабз тумани
200,4К279а,Катта Мўминобод қишлоғига ,0-4,Маҳаллий,Шаҳрисабз тумани
201,4К279б,Тўдамайдон қишлоғига,0-6,Маҳаллий,Шаҳрисабз тумани
202,4К280,Шаҳрисабз ш. - Шаматон қ. - Танхоз т/й станцияси,0-8,Маҳаллий,Шаҳрисабз тумани
203,4К281,"""Шаматон қ - Дукчи қ. -Бештерак қ.",0-10,Маҳаллий,Шаҳрисабз тумани
204,4К284,Чоршанбе қ. - Камар қ. - Оммағон қ.,0-30,Маҳаллий,Шаҳрисабз тумани
205,4К285,Мироқи қ. - Хисорак қ,0-14,Маҳаллий,Шаҳрисабз тумани
206,4К289,Шаҳрисабз шаҳрини айланиб ўтиш,0-10,Маҳаллий,Шаҳрисабз тумани
207,4К303,Китоб ш. - Мироқи қ., 25-30,Маҳаллий,Шаҳрисабз тумани
208,4К307,Шаҳрисабз ш. - Мироқи қ.,0-26,Маҳаллий,Шаҳрисабз тумани
209,4К337,Китоб ш. - Бештерак қ. - Чироқчи ш.,15-24,Маҳаллий,Шаҳрисабз тумани
210,4К347,б) - Шаҳрисабз шаҳрига,7-12.,Маҳаллий,Шаҳрисабз тумани
211,4Н290,Чоршанба қ. - Катганоқа қ. - Ширамон қ. - Шовкан қ.,0-8,Маҳаллий,Шаҳрисабз тумани
212,4Н295,шаҳрисабз-Мироки а\йдан А.Темур ф.у га кириш,0-1,Маҳаллий,Шаҳрисабз тумани
213,М-39,"""Алмата-Бешкек-Тошкент-шаҳрисабз-Термиз""",1177-1200,Халқаро,Яккабоғ тумани
214,4Р79,"""Қарши-Чим-Чирок-чи-шаҳрисабз""",60-68,Давлат,Яккабоғ тумани
215,4Р84,"""Яккабоғ ш.-Чироқчи ш.-Шурбозор к.""",0-26,Давлат,Яккабоғ тумани
216,4К  282,"""М-39"" а/йўли (1180- Қайрағоч қ.)",0-14,Маҳаллий,Яккабоғ тумани
217,4К  283,Яккабоғ ш. - Олакўйлак қ. - Шов қ. - Дотқуш қ.,0-29,Маҳаллий,Яккабоғ тумани
218,4К  286,Яккабоғ ш. - Самок қ. - Татар қ.,0-29,Маҳаллий,Яккабоғ тумани
219,4К319,Танхоз темир йўл станцияси - Яккабоғ ш. - Эсат қ. - Қозоқ қ.,0-30,Маҳаллий,Яккабоғ тумани
220,4К347а, Яккабоғ шаҳрига кириш,0-3,Маҳаллий,Яккабоғ тумани
221,4К347б,Шаҳрисабз шаҳрига кириш,0-7,Маҳаллий,Яккабоғ тумани
222,4Н272,Яккабоғ ш. - Сувбулоқ қ. - Тезоб қ.,0-7,Маҳаллий,Яккабоғ тумани
223,4Н273,Яккабоғ ш. - Жайдари қ. - Жийда қ.,0-16,Маҳаллий,Яккабоғ тумани
224,4Н274,М-39 автойули - Яккасарой қ. - Яккабоғ т/й станцияси,0-7,Маҳаллий,Яккабоғ тумани
225,4Н275,Олақарға қ. - Қайрағоч қ.,0-12,Маҳаллий,Яккабоғ тумани
226,4Н305,Кўчатепа қ.-Лолазор қ.,0-8,Маҳаллий,Яккабоғ тумани
227,4Н308,"""Яккабоғ-Самоқ"" автойўли - Ишкент қ.",0-14,Маҳаллий,Яккабоғ тумани
228,4Н309,Яккабоғ ш. - Қасноқ қ. - Қайрабсолди қ.,0-3,Маҳаллий,Яккабоғ тумани
229,4Н317,Яккабоғ ш. - Қўштегирмон қ.,0-7,Маҳаллий,Яккабоғ тумани
230,4Н321,"""Яккабоғ - Шўробозор"" а/йўли - Шаманқирғиз қ.",0-4,Маҳаллий,Яккабоғ тумани
231,4Н322,"""Шаҳрисабз - Яккабоғ"" автойўли - Чуброн қ. - Гулдара қ.",0-14,Маҳаллий,Яккабоғ тумани
232,А-380,"""Ғузор-Қарши-Бухоро-Нукус-Бейноу""",47-60,Халқаро,Қарши шаҳри
233,4Р-90б,Қарши аэропортига,0-6,Давлат,Қарши шаҳри
234,4Р-92,"""Қарши-Толликургон-Касби-Жуйнов-Помук""",0-3,Давлат,Қарши шаҳри
0,А-379 ," ""Навоий-УЧҚУДУҚ"" (Зарафшон шахри орқали)",19-140,Халқаро,Конимех тумани
1,4р48,"  ""Зарафшон  тракти""",207-237,Давлат,Конимех тумани
2,4р57 ," ""Қизилкум халка йўли""  (Кармана ш.- Нурота ш.- Боймурот к.-Утамурот к.-Муллали к.- Томдибулок к.)",120-262,Давлат,Конимех тумани
3,4р59  ,а) Конимех т.йул. станциясига ,0-7,Давлат,Конимех тумани
4,4р59  , б) Конимех кишлогига,0-3,Давлат,Конимех тумани
5,4р61," ""Преке к.-Оёккудук к.- А-379 автойули (126 км)-Қорақатта т.й.станциясига -Жонгелди к.- А-380 автойули (404 км)"" ",104-212,Давлат,Конимех тумани
6,4р62," ""А-379 автойули -Тонгсарой к.-Теренкудук к.-Кизилкум халка йули (106км)""",0-96,Давлат,Конимех тумани
7,4р209," ""Зарафшон ш.-Довгизтов к.-                     Болокарак к.",28-64,Давлат,Конимех тумани
8,4р270,"  ""4р57 автойули -Боймурод к.-Дарбаза к.-Кандибай к.-Чордара сув омбори""",0-40,Давлат,Конимех тумани
9,4к389 в," ""4р57 автойулидан Дунгалак кишлоғига шохобча""",0-8,Маҳаллий,Конимех тумани
10,4н362 в," ""4н362 автойўлидан Сув иншоотига шохобча йўл""",0-4,Маҳаллий,Конимех тумани
11, 4н374 з," ""Октепа қишлоғига шохобча""",0-2,Маҳаллий,Конимех тумани
12,4н374 и," ""Чордара қишлоғига шохобча""",0-5.,Маҳаллий,Конимех тумани
13,4р389 ," ""Хўжатупар к.-Хакикат к.""",0-4,Маҳаллий,Конимех тумани
14,4н417 ,"""4к48 автойули (215км)- Тошрабод қишлоғи""",0-10,Маҳаллий,Конимех тумани
15,4н418," ""4р61 автойули (172км)- Балакарак к.""",0-3,Маҳаллий,Конимех тумани
16,А-379,"  ""Навоий-УЧҚУДУҚ"" (Зарафшон шахри орқали)", 2 - 19,Халқаро,Навбаҳор тумани
17,4р48,"  ""Зарафшон тракти""",159-207,Давлат,Навбаҳор тумани
18,4р57,"  ""Қизилкум халка йўли""  (Кармана ш.- Нурота ш.- Боймурот к.-Утамурот к.-Муллали к.- Томдибулок к.)",0-10,Давлат,Навбаҳор тумани
19,4р63,"  ""Когон ш.- Куйимозор сув омбори-ҚИЗИЛТЕПА ш.-Тошрабод к.-Арабсарой к.-Янгикурғон к.""",70-97,Давлат,Навбаҳор тумани
20,4р230," ""А-379 автойули (10 км) -Бешрабод к.- ""Навоий-Нурота"" автойули (8км)""",0-19,Давлат,Навбаҳор тумани
21,4к363," ""А 379 автойўли (17 км) -                  Жамбул к.",0-5,Маҳаллий,Навбаҳор тумани
22,4к363,а) Шагал кишлогига,0-2,Маҳаллий,Навбаҳор тумани
23,4к389 б," ""Бешработ қишлоғига""",0-7,Маҳаллий,Навбаҳор тумани
24,4н361," ""Қалқонота қ. - Сармиш к.""",0-22,Маҳаллий,Навбаҳор тумани
25,4н362 ,"""Жамбул к.-Коражон к - Арабхона к.""",0-16,Маҳаллий,Навбаҳор тумани
